"REACTION","SUBSYSTEM"
"HMR_7791","Transport reactions"
"GM1tg","Transport reactions"
"NACCYStm","Transport reactions"
"4HBZte","Transport reactions"
"HMR_9581","Transport reactions"
"HMR_8944","Transport reactions"
"CE2537ABCt","Transport reactions"
"SPHMYLN180241_hs_ATPt","Transport reactions"
"HMR_8849","Transport reactions"
"PCHOLN224_HSt1e","Transport reactions"
"HMR_5474","Transport reactions"
"TIGGLYte","Transport reactions"
"HMR_6294","Transport reactions"
"HMR_5945","Transport reactions"
"HMR_3021","Transport reactions"
"HMR_5657","Transport reactions"
"HMR_5445","Transport reactions"
"LCA24Gtr","Transport reactions"
"7DHCDCHOLabc","Transport reactions"
"HMR_9732","Transport reactions"
"r1162","Transport reactions"
"XOLEST204tl","Transport reactions"
"HMR_6056","Transport reactions"
"ACTHRte","Transport reactions"
"HMR_5020","Transport reactions"
"r2315","Transport reactions"
"HMR_6256","Transport reactions"
"TRPSERTYRt","Transport reactions"
"TCA3St","Transport reactions"
"HMR_5232","Transport reactions"
"CE4843td","Transport reactions"
"ARGPROTHRt","Transport reactions"
"HMR_7896","Transport reactions"
"PCHOLHSTDe","Transport reactions"
"HMR_6185","Transport reactions"
"HMR_4962","Transport reactions"
"HMR_7740","Transport reactions"
"LEUGLYPEPT1tc","Transport reactions"
"PSHSABCtc","Transport reactions"
"4HPRO_LTte","Transport reactions"
"KYNATEtr","Transport reactions"
"PELPALM_HSABCt","Transport reactions"
"HMR_7453","Transport reactions"
"HMR_6521","Transport reactions"
"HMR_7296","Transport reactions"
"LEUTRPt","Transport reactions"
"HMR_6357","Transport reactions"
"HMR_7650","Transport reactions"
"r2535m","Transport reactions"
"SPHMYLN181221_hs_ATPt","Transport reactions"
"HMR_9780","Transport reactions"
"FUCFUCGALACGLCGALGLUSIDEte","Transport reactions"
"HMR_8722","Transport reactions"
"GCDCA3Sabc","Transport reactions"
"HMR_6288","Transport reactions"
"LEULEUt","Transport reactions"
"CE1447te","Transport reactions"
"DOCO13ECOAtxc","Transport reactions"
"HMR_7609","Transport reactions"
"r2378","Transport reactions"
"HMR_6380","Transport reactions"
"PPBNGte","Transport reactions"
"HMR_6079","Transport reactions"
"HMR_5496","Transport reactions"
"HMR_6232","Transport reactions"
"HMR_1602","Transport reactions"
"HMR_6041","Transport reactions"
"HMR_6296","Transport reactions"
"HMR_5965","Transport reactions"
"VALTRPPHEt","Transport reactions"
"HMR_7770","Transport reactions"
"TYRVALMETt","Transport reactions"
"HMR_9602","Transport reactions"
"WHTSTSTERONEtr","Transport reactions"
"HMR_7837","Transport reactions"
"HMR_8859","Transport reactions"
"HMR_5210","Transport reactions"
"CE0955te","Transport reactions"
"TCHOLABCtc","Transport reactions"
"HMR_6058","Transport reactions"
"HMR_6116","Transport reactions"
"HMR_5344","Transport reactions"
"HMR_5096","Transport reactions"
"HCYSte","Transport reactions"
"VITD3tm3","Transport reactions"
"ELAIDCRNtd","Transport reactions"
"GALGLUSIDEtl","Transport reactions"
"HMR_8870","Transport reactions"
"HMR_5211","Transport reactions"
"CA2t","Transport reactions"
"HMR_6097","Transport reactions"
"HMR_5856","Transport reactions"
"HMR_5928","Transport reactions"
"HMR_0435","Transport reactions"
"GLYHISLYSt","Transport reactions"
"HMR_3818","Transport reactions"
"HMR_4184","Transport reactions"
"HMR_9671","Transport reactions"
"HMR_7115","Transport reactions"
"3ANTHRNtr","Transport reactions"
"HMR_5530","Transport reactions"
"HMR_6149","Transport reactions"
"HMR_4924","Transport reactions"
"HMR_5851","Transport reactions"
"ALAyLATthc","Transport reactions"
"ISOCHOLabc","Transport reactions"
"ARGALATHRt","Transport reactions"
"HMR_5628","Transport reactions"
"HMR_5930","Transport reactions"
"PCHOLN225_HSABCt","Transport reactions"
"CE2705t","Transport reactions"
"HMR_5524","Transport reactions"
"HMR_8208","Transport reactions"
"C02356t","Transport reactions"
"HMR_5583","Transport reactions"
"HMR_6304","Transport reactions"
"HMR_6270","Transport reactions"
"HMR_8016","Transport reactions"
"PCHOLN264_HSABCt","Transport reactions"
"HMR_0376","Transport reactions"
"HMR_7775","Transport reactions"
"CE1554t","Transport reactions"
"PMTCOAFABP1tc","Transport reactions"
"HMR_6225","Transport reactions"
"HMR_8890","Transport reactions"
"DCSPTN1COAtxc","Transport reactions"
"SUBEACtd","Transport reactions"
"HMR_7960","Transport reactions"
"HMR_5604","Transport reactions"
"HMR_10101","Transport reactions"
"HMR_8370","Transport reactions"
"HMR_0351","Transport reactions"
"HMR_9620","Transport reactions"
"HMR_6513","Transport reactions"
"SPHMYLN18122_hs_SECt","Transport reactions"
"HMR_6190","Transport reactions"
"4HPROLTASCT1","Transport reactions"
"SPHMYLN181181_hs_ATPt","Transport reactions"
"HMR_7694","Transport reactions"
"HMR_8834","Transport reactions"
"ILEGLNGLUt","Transport reactions"
"HMR_8730","Transport reactions"
"HMR_5929","Transport reactions"
"HMR_5795","Transport reactions"
"HMR_3850","Transport reactions"
"PPP9ABCte","Transport reactions"
"HMR_5723","Transport reactions"
"HMR_5486","Transport reactions"
"HRETNtn","Transport reactions"
"HMR_4958","Transport reactions"
"HMR_6209","Transport reactions"
"DECDICRNtr","Transport reactions"
"HMR_6267","Transport reactions"
"HMR_8303","Transport reactions"
"NAt","Transport reactions"
"HEXDTRtm","Transport reactions"
"r2373","Transport reactions"
"TYRTRPPHEt","Transport reactions"
"HMR_9673","Transport reactions"
"HMR_5599","Transport reactions"
"PHELEUASPt","Transport reactions"
"HMR_8145","Transport reactions"
"3HADPACte","Transport reactions"
"ARACHDCOAtx","Transport reactions"
"TDCHOLAtx","Transport reactions"
"HMR_0732","Transport reactions"
"HMR_5035","Transport reactions"
"HMR_6430","Transport reactions"
"HMR_0164","Transport reactions"
"THCHOLSTOICtm","Transport reactions"
"HMR_6137","Transport reactions"
"GLNHISHISt","Transport reactions"
"HMR_6272","Transport reactions"
"HMR_6191","Transport reactions"
"C11695td","Transport reactions"
"HMR_8270","Transport reactions"
"HMR_7695","Transport reactions"
"TRPPROLEUt","Transport reactions"
"HMR_8241","Transport reactions"
"4OHPROIMINOtc","Transport reactions"
"HMR_8125","Transport reactions"
"HMR_6205","Transport reactions"
"HMR_8259","Transport reactions"
"HMR_5845","Transport reactions"
"HMR_4760","Transport reactions"
"HMR_9739","Transport reactions"
"HMR_5101","Transport reactions"
"HMR_5618","Transport reactions"
"PSERtr","Transport reactions"
"3MOXTYRt","Transport reactions"
"NACVANALAte","Transport reactions"
"HMR_6132","Transport reactions"
"HMR_7372","Transport reactions"
"HMR_8002","Transport reactions"
"HMR_5538","Transport reactions"
"PRO_Dtde","Transport reactions"
"HMR_6172","Transport reactions"
"r2236","Transport reactions"
"METMETILEt","Transport reactions"
"3MOBte","Transport reactions"
"ALAARGGLYt","Transport reactions"
"HMR_6034","Transport reactions"
"HMR_10057","Transport reactions"
"GALAMtr","Transport reactions"
"DSMSTEROLte","Transport reactions"
"CE7172UPKt","Transport reactions"
"HMR_5516","Transport reactions"
"HMR_5671","Transport reactions"
"METHISLYSt","Transport reactions"
"SQLte","Transport reactions"
"HMR_8658","Transport reactions"
"HMR_4887","Transport reactions"
"HMR_8771","Transport reactions"
"HMR_6165","Transport reactions"
"HMR_5422","Transport reactions"
"ASPALAARGt","Transport reactions"
"HMR_7816","Transport reactions"
"HMR_1215","Transport reactions"
"HMR_7977","Transport reactions"
"3OHGLUTACOAT3t","Transport reactions"
"r0913","Transport reactions"
"HMR_5249","Transport reactions"
"HMR_0462","Transport reactions"
"SPHMYLN181161_hs_t1","Transport reactions"
"HMR_8635","Transport reactions"
"HMR_5517","Transport reactions"
"HMR_5537","Transport reactions"
"HMR_7639","Transport reactions"
"NACCYSte","Transport reactions"
"HMR_5307","Transport reactions"
"HMR_8618","Transport reactions"
"HMR_5553","Transport reactions"
"HMR_8687","Transport reactions"
"HMR_7299","Transport reactions"
"HMR_0257","Transport reactions"
"SPRMt2r","Transport reactions"
"HYOCHOLt2","Transport reactions"
"HMR_8927","Transport reactions"
"HMR_5041","Transport reactions"
"PCHLN225_HSABCt","Transport reactions"
"HMR_5614","Transport reactions"
"HMR_5465","Transport reactions"
"HCA24Gte","Transport reactions"
"HMR_5697","Transport reactions"
"HMR_6291","Transport reactions"
"HMR_9655","Transport reactions"
"HMR_5531","Transport reactions"
"GLUTARte","Transport reactions"
"HMR_8632","Transport reactions"
"r2507","Transport reactions"
"ASPASNGLUt","Transport reactions"
"HMR_9016","Transport reactions"
"HMR_9615","Transport reactions"
"LKYNRtr3","Transport reactions"
"ACTYRtc","Transport reactions"
"HMR_0392","Transport reactions"
"SPHMYLN18123_hs_SECt","Transport reactions"
"HMR_5122","Transport reactions"
"ASPHISCYSt","Transport reactions"
"HMR_8736","Transport reactions"
"FDPte","Transport reactions"
"ESTRSABCtc","Transport reactions"
"METyLATthc","Transport reactions"
"HMR_9776","Transport reactions"
"HMR_8202","Transport reactions"
"HMR_5555","Transport reactions"
"HMR_5561","Transport reactions"
"AMETAMte","Transport reactions"
"HMR_8861","Transport reactions"
"HMR_7330","Transport reactions"
"HMR_5763","Transport reactions"
"HMR_9770","Transport reactions"
"HMR_7295","Transport reactions"
"HMR_7500","Transport reactions"
"HMR_8528","Transport reactions"
"HMR_4878","Transport reactions"
"r0927","Transport reactions"
"34HPLte","Transport reactions"
"FUCFUC12GAL14ACGLCGALGLUSIDEtg","Transport reactions"
"HMR_6141","Transport reactions"
"HMR_9604","Transport reactions"
"HMR_7690","Transport reactions"
"HMR_1143","Transport reactions"
"C04805ATP","Transport reactions"
"HMR_5112","Transport reactions"
"TDCHOLAte","Transport reactions"
"HMR_5045","Transport reactions"
"HMR_8594","Transport reactions"
"HMR_6047","Transport reactions"
"GLNB0AT3tc","Transport reactions"
"HMR_4905","Transport reactions"
"HMR_5654","Transport reactions"
"GLUCYSte","Transport reactions"
"PCHOLN201_HSABCt","Transport reactions"
"HMR_4986","Transport reactions"
"PROARGCYSt","Transport reactions"
"ILEASNHISt","Transport reactions"
"HMR_1592","Transport reactions"
"MAGt","Transport reactions"
"HMR_1666","Transport reactions"
"HMR_5493","Transport reactions"
"4OHBUTtmc","Transport reactions"
"HMR_5859","Transport reactions"
"HMR_0007","Transport reactions"
"PCHOL_HStn","Transport reactions"
"HMR_7683","Transport reactions"
"HMR_7918","Transport reactions"
"HMR_0707","Transport reactions"
"ORN_Dte","Transport reactions"
"BALAPAT1tc2","Transport reactions"
"LNLCCRNtr","Transport reactions"
"HMR_0157","Transport reactions"
"HMR_0299","Transport reactions"
"HMR_0158","Transport reactions"
"HMR_6406","Transport reactions"
"HMR_5759","Transport reactions"
"HMR_6361","Transport reactions"
"HMR_0375","Transport reactions"
"HMR_5118","Transport reactions"
"HMR_5109","Transport reactions"
"SPHINGStn","Transport reactions"
"GLUASNLEUt","Transport reactions"
"HMR_0270","Transport reactions"
"HMR_5326","Transport reactions"
"TCHOLAtx","Transport reactions"
"HMR_4904","Transport reactions"
"IVCRNtr","Transport reactions"
"XOL7AH3ATP","Transport reactions"
"PROARGASPt","Transport reactions"
"CRMPte","Transport reactions"
"HMR_8911","Transport reactions"
"CARPEPT1tc","Transport reactions"
"HMR_1695","Transport reactions"
"XOLTRI25tc","Transport reactions"
"HMR_5774","Transport reactions"
"CORTSNti","Transport reactions"
"C14826td","Transport reactions"
"HMR_2008","Transport reactions"
"HMR_5630","Transport reactions"
"GLYLEUHYDROc","Transport reactions"
"PHEGLNPHEt","Transport reactions"
"HMR_5978","Transport reactions"
"ACORNt","Transport reactions"
"HMR_5725","Transport reactions"
"HMR_5934","Transport reactions"
"C04717td","Transport reactions"
"HMR_5674","Transport reactions"
"HMR_0335","Transport reactions"
"CE2934t","Transport reactions"
"HMR_5861","Transport reactions"
"HMR_9668","Transport reactions"
"HMR_4856","Transport reactions"
"LNLCCRNNAt","Transport reactions"
"HMR_7707","Transport reactions"
"XOLEST183te","Transport reactions"
"HMR_0269","Transport reactions"
"SPHMYLN18118_hs_ATPt","Transport reactions"
"HMR_7982","Transport reactions"
"APRGSTRNABCt","Transport reactions"
"BILDGLCURtr","Transport reactions"
"UCHOLt2","Transport reactions"
"HMR_4916","Transport reactions"
"C04717ATP","Transport reactions"
"HMR_5761","Transport reactions"
"HMR_3024","Transport reactions"
"CE0955tr","Transport reactions"
"HMR_6226","Transport reactions"
"ASPGLUt","Transport reactions"
"HMR_5539","Transport reactions"
"3TDCRNtr","Transport reactions"
"DHFtm","Transport reactions"
"HMR_8899","Transport reactions"
"HMR_0440","Transport reactions"
"HMR_7432","Transport reactions"
"HMR_7679","Transport reactions"
"HMR_4321","Transport reactions"
"HMR_6306","Transport reactions"
"HMR_5506","Transport reactions"
"TYRASPARGt","Transport reactions"
"HMR_5672","Transport reactions"
"HMR_8659","Transport reactions"
"HC00009te","Transport reactions"
"HMR_5640","Transport reactions"
"PROLYSPROt","Transport reactions"
"HMR_4691","Transport reactions"
"HMR_5966","Transport reactions"
"r2379","Transport reactions"
"HMR_5712","Transport reactions"
"HMR_6025","Transport reactions"
"HMR_8338","Transport reactions"
"HMR_9782","Transport reactions"
"PTCRTD","Transport reactions"
"C14769td1","Transport reactions"
"HDD2CRNte","Transport reactions"
"HMR_9676","Transport reactions"
"HMR_7840","Transport reactions"
"PAIL_hs_SECt","Transport reactions"
"HMR_9788","Transport reactions"
"HMR_7877","Transport reactions"
"AICARte","Transport reactions"
"Htx","Transport reactions"
"HMR_8918","Transport reactions"
"HMR_8414","Transport reactions"
"PAILR_HSt1e","Transport reactions"
"HMR_5526","Transport reactions"
"HMR_5013","Transport reactions"
"SPHGNte","Transport reactions"
"HMR_6468","Transport reactions"
"HMR_6162","Transport reactions"
"HMR_8355","Transport reactions"
"PNTORDe","Transport reactions"
"ICITtr","Transport reactions"
"ORETNtn","Transport reactions"
"ARGtm","Transport reactions"
"NORMETEVESSte","Transport reactions"
"HMR_5681","Transport reactions"
"HMR_5736","Transport reactions"
"HMR_3951","Transport reactions"
"AMETt","Transport reactions"
"HMR_5882","Transport reactions"
"HMR_7810","Transport reactions"
"3HDECECRNtr","Transport reactions"
"HMR_9648","Transport reactions"
"5HTRPVESSEC","Transport reactions"
"ELAIDCRNtr","Transport reactions"
"HMR_7826","Transport reactions"
"HMR_7786","Transport reactions"
"HMR_5087","Transport reactions"
"12HARACHDte","Transport reactions"
"HMR_0412","Transport reactions"
"HMR_6181","Transport reactions"
"HMR_4877","Transport reactions"
"HMR_6166","Transport reactions"
"HMR_5694","Transport reactions"
"HMR_8656","Transport reactions"
"3DDCRNtr","Transport reactions"
"SERTRPHISt","Transport reactions"
"HC00007te","Transport reactions"
"HMR_8943","Transport reactions"
"HMR_0304","Transport reactions"
"HMR_8651","Transport reactions"
"HMR_6268","Transport reactions"
"CE5025t","Transport reactions"
"NH4tr","Transport reactions"
"HMR_7684","Transport reactions"
"HMR_0336","Transport reactions"
"HMR_10045","Transport reactions"
"ARGARGLYSt","Transport reactions"
"HMR_1809","Transport reactions"
"HMR_2065","Transport reactions"
"HMR_7834","Transport reactions"
"C10CRNtr","Transport reactions"
"HMR_0243","Transport reactions"
"GD3tl","Transport reactions"
"C09642te","Transport reactions"
"HMR_6206","Transport reactions"
"34DHPHAte","Transport reactions"
"HMR_5817","Transport reactions"
"r2158","Transport reactions"
"HMR_5986","Transport reactions"
"HMR_9584","Transport reactions"
"HMR_8158","Transport reactions"
"HMR_5848","Transport reactions"
"HMR_5523","Transport reactions"
"HMR_5985","Transport reactions"
"GD1Atg","Transport reactions"
"URIt2r","Transport reactions"
"C14770UPKt","Transport reactions"
"HCA6Gte","Transport reactions"
"GLUSIDEte","Transport reactions"
"PCHOLN15_HSt1e","Transport reactions"
"HMR_5925","Transport reactions"
"HMR_5330","Transport reactions"
"HMR_0330","Transport reactions"
"HMR_6990","Transport reactions"
"BETBGTtc","Transport reactions"
"LEUSERTRPt","Transport reactions"
"HMR_8253","Transport reactions"
"XOL7AONEATP","Transport reactions"
"CHOLESTle","Transport reactions"
"SPHMYLN1824_hs_SECt","Transport reactions"
"HMR_9193","Transport reactions"
"NH4t3r","Transport reactions"
"PA_HStg","Transport reactions"
"HMR_5313","Transport reactions"
"C05299te","Transport reactions"
"r1301","Transport reactions"
"PAILPALM_HSSECt","Transport reactions"
"EGMEtr","Transport reactions"
"HMR_5512","Transport reactions"
"ARGARGMETt","Transport reactions"
"HMR_5489","Transport reactions"
"HMR_6152","Transport reactions"
"BZtm","Transport reactions"
"HMR_5253","Transport reactions"
"HMR_0431","Transport reactions"
"12HPETATP","Transport reactions"
"HMR_5990","Transport reactions"
"HMR_7804","Transport reactions"
"C9BRxtc","Transport reactions"
"HMR_9190","Transport reactions"
"HC00006te","Transport reactions"
"THMt3","Transport reactions"
"HMR_1936","Transport reactions"
"HMR_7914","Transport reactions"
"HMR_5968","Transport reactions"
